target_key,target_id,source_text,current_audio_url,status,gcs_path,old_audio_url,new_audio_url,provider,model,error
HN4-006 question:3,94d8d321-17c6-4fa1-8c50-af29c08e9c22:question:3,川の深___を確認します。 (강의 깊이를 확인합니다.),https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-3.mp3,planned,tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-3-regen-20260518T021500Z.mp3,,,,,
HN4-006 question:5,94d8d321-17c6-4fa1-8c50-af29c08e9c22:question:5,'강의 깊이를 확인했습니다'를 배열하세요.,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-5.mp3,planned,tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-5-regen-20260518T021500Z.mp3,,,,,
